8	0	9	2	2	0	14	2	6	40	0	0	12	3
63	50	198	9	39	0	141	9	19	180	0	41	150	48
0	0	0	1	0	0	7	0	0	20	0	0	1	0
4	0	1	0	0	0	2	0	1	0	0	0	13	4
184	50	214	42	38	0	198	8	15	840	0	49	193	41
49	150	48	16	7	0	54	1	6	320	0	3	87	21
21	0	44	18	4	0	33	0	1	360	0	6	97	8
47	50	5	4	0	0	11	0	2	80	0	12	17	9
143	0	84	38	24	0	176	6	8	760	0	21	77	49
51	0	59	3	8	0	138	1	4	60	0	16	471	33
54	0	319	11	28	0	255	1	19	220	0	25	334	30
10	0	4	1	0	0	14	0	0	20	0	6	142	7
1	0	1	0	0	0	1	0	0	0	0	4	1	0
5	0	4	2	10	0	12	5	1	40	0	0	27	3
28	0	17	8	9	0	47	0	1	160	0	26	18	10
464	200	161	42	12	0	284	7	29	840	0	44	123	92
8	0	1	1	0	0	11	0	1	20	0	0	4	3
63	0	281	3	22	0	108	3	7	60	0	9	209	27
20	0	7	2	1	0	10	1	32	40	0	3	8	7
22	0	45	0	4	0	85	1	5	0	0	5	39	23
27	0	22	1	7	0	49	1	4	20	0	2	18	10
156	200	188	11	17	0	234	6	14	220	0	28	239	54
42	0	13	1	0	0	17	0	0	20	0	1	42	6
52	0	164	4	6	0	108	4	11	80	0	18	797	33
10	0	52	1	6	0	51	2	2	20	0	7	68	13
39	0	12	20	14	0	46	6	5	400	0	7	37	14
9	0	3	12	0	0	8	0	4	240	0	13	28	7
24	0	69	4	1	0	72	1	3	80	0	1	53	16
10	0	56	2	8	0	39	0	2	40	0	18	116	7
46	0	21	3	7	0	130	1	6	60	0	6	59	33
83	150	156	1	7	0	134	5	13	20	0	6	376	20
9	0	84	1	7	0	69	0	10	20	0	14	156	14
98	0	161	4	11	0	96	1	7	80	0	20	83	26
43	0	90	16	5	0	69	1	4	320	0	14	43	42
85	0	102	8	5	0	69	3	17	160	0	28	70	16
7	0	21	2	0	0	16	0	4	40	0	6	17	16
212	50	102	13	9	0	145	4	7	260	0	7	74	35
9	0	25	0	4	0	32	1	2	0	0	7	17	13
75	0	351	12	39	0	356	23	119	240	0	32	319	128
34	0	26	1	5	0	89	5	8	20	0	11	34	17
20	0	59	6	8	0	68	1	2	120	0	2	8	37
29	0	6	2	4	0	79	1	0	40	0	8	21	29
30	0	30	2	4	0	42	1	0	40	0	4	28	13
43	0	86	9	12	0	69	1	6	180	0	22	98	22
54	50	237	1	6	0	144	5	23	20	0	11	333	15
21	0	21	16	0	0	40	0	2	320	0	4	38	16
33	0	29	8	3	0	53	0	13	160	0	8	26	34
2	0	39	0	5	0	23	0	1	0	0	0	19	3
9	0	6	0	0	0	6	0	1	0	0	2	4	6
44	50	82	1	0	0	46	1	9	20	0	31	59	8
42	0	4	2	1	0	49	0	1	40	0	4	8	10
36	0	27	7	0	0	54	3	10	140	0	2	17	43
1	0	0	0	0	0	0	0	0	0	0	0	0	2
27	0	5	0	0	0	14	0	2	0	0	4	15	5
21	0	21	6	2	0	43	3	11	120	0	5	22	23
24	0	6	5	0	0	20	0	1	100	0	4	5	13
47	0	46	2	10	0	113	0	3	40	0	14	88	17
170	0	203	22	19	0	315	10	31	440	0	62	167	125
39	0	48	4	13	0	81	5	6	80	0	4	81	27
27	0	69	1	9	0	149	0	7	20	0	16	82	31
1	0	2	0	0	0	7	0	1	0	0	0	2	3
67	150	65	2	6	0	104	3	12	40	0	5	576	30
3	0	1	0	0	0	15	1	0	0	0	0	1	3
42	0	24	1	6	0	99	1	0	20	0	12	88	17
21	0	43	0	7	0	69	1	1	0	0	20	93	4
22	0	35	17	14	0	186	0	32	340	0	27	69	28
2	0	9	0	0	0	19	2	6	0	0	2	4	4
45	0	4	2	0	0	27	0	2	40	0	2	15	11
6	0	4	0	0	0	23	0	1	0	0	5	35	5
10	0	28	0	2	0	30	0	2	0	0	1	99	18
22	50	19	1	13	0	62	0	0	20	0	1	250	14
42	0	231	2	24	0	196	7	31	40	0	24	175	26
0	0	2	0	0	0	0	0	0	0	0	0	0	4
2	0	22	0	0	0	12	0	10	0	0	0	11	5
1	0	1	0	0	0	2	1	0	0	0	1	6	4
7	0	46	1	4	0	49	0	1	20	0	3	79	10
10	0	11	1	0	0	19	0	1	20	0	2	24	5
15	0	35	1	0	0	14	0	0	20	0	0	13	7
8	0	47	0	3	0	15	0	0	0	0	1	15	9
35	0	53	2	9	0	74	0	7	40	0	8	63	10
2	0	1	1	1	0	3	3	3	20	0	0	2	14
200	0	200	19	38	0	391	10	37	380	0	62	201	90
32	0	46	2	4	0	98	7	9	40	0	19	135	43
93	50	46	6	11	0	71	0	16	120	0	15	54	44
28	0	50	22	14	0	107	2	9	440	0	6	51	25
14	0	11	2	0	0	18	0	0	40	0	3	61	5
6	0	2	1	0	0	5	0	0	20	0	2	2	8
14	50	7	0	0	0	9	0	0	0	0	2	3	5
178	0	140	11	5	0	143	6	20	220	0	20	200	30
2	0	3	1	0	0	3	3	0	20	0	0	4	11
29	0	14	5	1	0	97	1	4	100	0	7	11	59
17	0	30	10	0	0	16	1	1	200	0	18	18	8
39	0	551	8	33	0	450	9	53	160	0	32	390	60
18	0	35	2	6	0	82	0	4	40	0	1	54	10
48	0	36	0	11	0	98	0	1	0	0	29	132	20
74	100	84	11	7	0	233	5	22	220	0	13	93	34
2	0	11	0	3	0	16	0	4	0	0	4	6	20
54	0	65	2	16	0	174	1	9	40	0	15	115	19
3	0	9	0	0	0	5	0	0	0	0	0	3	0
4	0	14	1	1	0	24	0	3	20	0	2	42	10
17	0	58	0	3	0	59	1	3	0	0	2	58	6
24	50	14	3	6	0	55	0	1	60	0	4	50	21
48	0	90	11	4	0	95	3	8	220	0	20	61	20
22	0	233	21	20	0	274	10	23	420	0	14	152	58
6	0	3	1	0	0	1	0	0	20	0	0	1	2
45	0	164	22	23	0	134	2	10	440	0	2	88	34
2	0	17	1	0	0	29	1	4	20	0	1	7	9
3	0	3	2	0	0	1	3	4	40	0	0	2	13
1	0	6	1	0	0	18	0	1	20	0	12	4	13
32	50	235	3	14	0	168	4	9	60	0	6	206	41
7	0	26	1	2	0	34	0	1	20	0	5	29	3
8	0	0	1	0	0	6	0	0	20	0	0	5	6
27	0	60	3	3	0	79	10	18	60	0	1	66	32
38	0	59	0	12	0	100	0	7	0	0	1	123	21
110	0	136	6	29	0	221	8	24	120	0	47	135	37
0	0	0	0	1	0	3	3	1	0	0	0	0	3
14	0	54	2	2	0	194	2	9	40	0	2	25	35
4	0	22	0	2	0	26	0	4	0	0	2	13	5
16	0	12	0	4	0	36	0	0	0	0	6	55	7
33	50	68	6	9	0	53	1	48	120	0	11	22	15
51	100	8	1	1	0	37	0	2	20	0	5	13	16
156	0	272	12	17	0	290	2	26	240	0	10	230	31
52	0	75	1	4	0	127	0	5	20	0	6	114	21
0	0	2	0	0	0	9	0	0	0	0	0	3	0
18	0	463	8	31	0	347	5	33	160	0	21	436	29
102	0	52	2	11	0	219	4	11	40	0	22	89	21
22	50	40	5	1	0	38	2	1	100	0	1	45	14
147	0	536	14	38	0	446	4	56	280	0	28	361	85
62	0	288	14	28	0	341	10	34	280	0	19	433	52
3	0	12	0	2	0	73	0	0	0	0	7	14	19
19	0	326	17	16	0	157	4	21	340	0	5	219	12
43	0	49	0	7	0	62	0	4	0	0	10	75	16
23	0	95	4	9	0	149	1	16	80	0	3	61	30
0	0	1	0	1	0	1	1	0	0	0	0	2	2
29	0	390	16	21	0	275	11	67	320	0	19	297	41
17	0	40	2	6	0	107	0	1	40	0	16	26	20
66	100	93	6	5	0	112	1	11	120	0	8	61	23
2	0	136	3	21	0	90	5	8	60	0	22	129	15
11	0	34	0	15	0	132	0	3	0	0	10	65	17
18	0	315	6	15	0	148	2	8	120	0	7	188	31
68	0	36	0	7	0	77	0	2	0	0	14	59	24
0	0	5	1	21	100	5	2	0	20	250	1	1	15
32	0	47	5	4	0	143	0	15	100	0	10	60	43
28	0	326	5	46	0	421	10	31	100	0	8	532	57
21	150	60	16	18	0	57	4	3	320	0	4	65	5
114	50	257	5	51	0	760	13	34	100	0	50	626	94
20	0	141	9	7	0	127	2	7	180	0	28	118	27
19	0	33	2	6	0	29	1	1	40	0	3	32	6
73	0	182	4	23	0	144	6	20	80	0	3	98	58
3	0	5	0	3	0	10	0	0	0	0	3	7	4
2	0	7	0	0	0	2	3	1	0	0	1	3	15
20	0	55	0	4	0	39	0	3	0	0	21	58	16
120	0	185	9	39	0	256	2	23	180	0	14	315	55
18	0	110	7	9	0	63	1	5	140	0	1	39	16
7	0	110	16	6	0	47	1	9	320	0	4	34	8
0	0	2	0	0	0	6	0	0	0	0	2	3	1
35	0	304	13	35	0	453	12	21	260	0	3	544	65
72	50	617	16	56	0	1143	17	96	320	0	10	740	133
43	0	88	2	4	0	112	2	22	40	0	9	49	32
17	50	43	2	1	0	29	5	5	40	0	2	11	17
13	0	133	7	9	0	204	2	45	140	0	17	74	37
38	50	116	18	10	0	132	1	11	360	0	3	220	47
0	0	5	0	0	0	4	0	1	0	0	0	1	2
3	0	139	0	4	0	63	3	3	0	0	0	279	5
29	0	23	6	2	0	78	0	5	120	0	1	59	17
1	0	0	0	0	0	4	0	0	0	0	0	1	7
0	0	3	0	0	0	1	0	0	0	0	1	10	1
14	0	193	15	4	0	115	12	7	300	0	1	224	65
89	0	58	2	6	0	177	1	9	40	0	2	54	20
18	0	32	4	14	0	36	0	2	80	0	3	23	25
2	50	0	0	0	0	6	0	0	0	0	0	0	6
2	0	0	0	0	0	11	0	0	0	0	2	2	4
2	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	1	4	0	0	7	0	1	80	0	1	1	8
0	0	1	0	0	0	0	0	0	0	0	1	0	0
0	0	3	1	0	0	18	0	0	20	0	3	3	7
33	50	12	1	0	0	17	1	0	20	0	0	22	9
1	0	1	0	0	0	0	0	0	0	0	0	0	1
10	0	30	0	2	0	11	0	4	0	0	3	25	4
